npc_dota_hero_sniper,Buff,agi,17.0,15.0,21.0,1.7,2.6,3.1,550.0,1.7,285.0,-1.0,15.0,21.0,3000.0,0.3,0.51,0.0,0.9,25.0,1800.0,1400.0,0.7,18.0,59.0,77.0,95.0
npc_dota_hero_spectre,NA,agi,2,16.0,23.0,2.3,1.9,2.1,150.0,1.7,290.0,0.0,23.0,27.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,25.0,78.0,61.0,73.0
npc_dota_hero_templar_assassin,Nerf,agi,19.0,20.0,23.0,2.4,2.0,2.6,140.0,1.7,310.0,1.0,30.0,36.0,900.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.7,33.0,76.0,68.0,85.0
npc_dota_hero_terrorblade,Buff,agi,16,19.0,22.0,1.7,1.6,4.8,150.0,1.5,310.0,7.0,26.0,32.0,0.0,0.5,0.51,1.5,0.9,25.0,1800.0,800.0,0.5,29.0,51.0,57.0,137.0
npc_dota_hero_troll_warlord,NA,agi,21.0,13.0,21.0,2.5,1.0,2.9,500.0,1.7,285.0,-1.0,38,56,1200.0,0.2,0.3,0.25,0.9,25.0,1800.0,800.0,0.5,47.0,81.0,37.0,90.0
npc_dota_hero_ursa,Buff,agi,24.0,16.0,18.0,3.3,1.5,2.4,150.0,1.7,305,5.0,24.0,28.0,0.0,0.3,0.0,2.0,0.9,25.0,1800.0,800.0,0.5,26.0,103.0,52.0,75.0
npc_dota_hero_vengefulspirit,Buff,agi,19.0,13.0,27.0,2.9,1.5,3.8,400.0,1.7,295,0.0,9.0,23.0,1500.0,0.3,0.51,1.75,0.9,25.0,1800.0,800.0,0.6,16.0,88.0,49.0,118.0
npc_dota_hero_venomancer,NA,agi,19.0,17.0,22.0,1.9,1.8,3.2,450.0,1.7,275.0,0.0,16.0,18.0,900.0,0.0,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,17.0,69.0,60.0,102.0
npc_dota_hero_viper,NA,agi,21.0,15.0,21.0,2.4,1.8,3.3,575.0,1.7,275.0,-2.0,23.0,25.0,1200.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,24.0,78.0,58.0,100.0
npc_dota_hero_weaver,Buff,agi,16.0,15,14.0,1.8,1.8,3.6,425.0,1.8,280,-1.0,36.0,46.0,900.0,0.3,0.51,2.5,0.9,25.0,1800.0,800.0,0.5,41.0,59.0,56.0,100.0
npc_dota_dark_willow,Buff,int,20.0,18.0,18.0,1.8,3.5,1.6,475.0,1.3,290.0,-1.0,27.0,35.0,1200.0,0.0,0.51,0.0,0.9,25.0,1800.0,800.0,0.7,31.0,63.0,102.0,56.0
npc_dota_hero_ancient_apparition,Buff,int,20.0,23.0,20.0,1.7,3,2.2,675.0,1.7,290.0,-1.0,21.0,31.0,1250.0,0.01,0.75,0.0,0.9,25.0,1800.0,800.0,0.6,26.0,60.0,95.0,72.0
npc_dota_hero_bane,Nerf,int,23.0,23.0,23.0,2.4,2.8,2.4,400.0,1.7,310.0,1.0,35.0,41.0,900.0,0.5,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,38.0,85.0,85.0,85.0
npc_dota_hero_batrider,NA,int,28.0,22.0,15.0,2.9,2.9,1.5,375.0,1.7,290.0,0.0,16.0,20.0,900.0,0.2,0.7,1.75,0.9,25.0,1200.0,800.0,1,18.0,97.0,91.0,51.0
npc_dota_hero_chen,Nerf,int,25.0,19.0,15.0,1.8,3.2,2.1,650.0,1.7,310.0,-1.0,29.0,39.0,1100.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,34.0,68.0,95.0,65.0
npc_dota_hero_crystal_maiden,Buff,int,18.0,14.0,16.0,2.0,2.9,1.6,600.0,1.7,275.0,0.0,21.0,27.0,900.0,0.3,2.4,0.0,0.9,25.0,1800.0,800.0,0.5,24.0,66.0,83.0,54.0
npc_dota_hero_dark_seer,NA,int,24.0,21.0,12.0,3.1,3.1,1.2,150.0,1.7,300.0,5.0,33.0,39.0,0.0,0.4,0.67,0.0,0.9,25.0,1800.0,800.0,0.6,36.0,98.0,95.0,55.0
npc_dota_hero_dazzle,Buff,int,18.0,25.0,21.0,2.5,3.4,1.7,550.0,1.7,310.0,-1.0,22.0,28.0,1200.0,0.3,0.5,0.0,0.9,25.0,1800.0,800.0,0.6,25.0,78.0,113.0,61.0
npc_dota_hero_death_prophet,Nerf,int,19.0,21.0,14.0,3.1,3.5,1.4,600.0,1.7,305,0.0,23.0,35.0,1000.0,0.5,0.83,0.0,0.9,25.0,1800.0,800.0,0,29.0,93.0,105.0,47.0
npc_dota_hero_disruptor,NA,int,21.0,20.0,15.0,2.4,2.9,1.4,600.0,1.7,305.0,-1.0,29.0,33.0,1200.0,0.05,1.0,0.0,0.9,25.0,1800.0,800.0,0.5,31.0,78.0,89.0,48.0
npc_dota_hero_enchantress,Buff,int,19,19,19.0,1.3,3.6,1.8,575.0,1.7,340,-2.0,30.0,40.0,900.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,35.0,56.0,103.0,62.0
npc_dota_hero_enigma,Buff,int,21.0,18.0,14.0,2.5,3.9,1.0,500.0,1.7,300,2.0,24.0,30.0,900.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,27.0,81.0,111.0,38.0
npc_dota_hero_furion,Buff,int,21.0,23.0,18.0,2.6,3.3,2.4,600.0,1.7,290.0,1.0,35.0,49.0,1125.0,0.5,1.17,0.0,0.9,25.0,1800.0,800.0,0.6,42.0,83.0,102.0,97.0
npc_dota_hero_invoker,Buff,int,18.0,14.0,14.0,2.4,4.6,1.9,600.0,1.7,280.0,-1.0,18.0,24.0,900.0,0.0,0.0,0.0,0.9,25.0,1800.0,800.0,0.5,21.0,75.0,124.0,59.0
npc_dota_hero_jakiro,NA,int,27.0,26.0,10.0,2.8,3.2,1.2,400.0,1.7,290.0,1.0,27.0,35.0,1100.0,0.65,0.3,0.0,0.9,25.0,1800.0,800.0,0.5,31.0,94.0,102.0,38.0
npc_dota_hero_keeper_of_the_light,NA,int,16.0,23.0,15.0,2.3,3.2,1.6,600.0,1.7,335.0,-1.0,20.0,27.0,900.0,0.3,2.4,0.0,0.9,25.0,1800.0,800.0,0.5,23.5,71.0,99.0,53.0
npc_dota_hero_leshrac,Nerf,int,18.0,22.0,23.0,2.3,3.5,1.7,600.0,1.7,330.0,0.0,19.0,23.0,900.0,0.7,0.8,0.0,0.9,25.0,1800.0,800.0,0.5,21.0,73.0,106.0,78.0
npc_dota_hero_lich,Buff,int,20.0,16,15.0,2.1,3.3,2.0,550.0,1.7,310,-1.0,26.0,35.0,900.0,0.4,1.1,0.0,0.9,25.0,1800.0,800.0,0.5,30.5,70.0,118.0,63.0
npc_dota_hero_lina,NA,int,20.0,28.0,16.0,2.0,3.7,1.5,670.0,1.6,295.0,-1.0,15.0,27.0,1000.0,0.45,1.08,0.0,0.9,25.0,1800.0,800.0,0.5,21.0,68.0,118.0,52.0
npc_dota_hero_lion,NA,int,18.0,18.0,15.0,2.2,3.5,1.5,600.0,1.7,290.0,-1.0,29.0,35.0,900.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,32.0,70.0,102.0,51.0
npc_dota_hero_necrolyte,Buff,int,18.0,20.0,15,2.8,2.9,1.2,550,1.7,285,1.0,26.0,30.0,900.0,0.5,0.5,0.0,0.9,25.0,1800.0,800.0,0.5,28.0,85.0,89.0,43.0
npc_dota_hero_obsidian_destroyer,NA,int,19.0,24,28.0,2.6,2.7,2.0,450.0,1.7,315.0,0.0,16.0,31.0,900.0,0.25,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,23.5,81.0,108.0,76.0
npc_dota_hero_ogre_magi,NA,int,25.0,15.0,14.0,3.5,2.3,1.6,150.0,1.7,290.0,6.0,43.0,49.0,0.0,0.45,0.51,3.25,0.9,25.0,1800.0,800.0,0.6,46.0,109.0,70.0,52.0
npc_dota_hero_oracle,Buff,int,20.0,21.0,15.0,2.4,4.0,1.7,620.0,1.4,305.0,0.0,18.0,24.0,900.0,0.3,0.83,0.0,0.9,25.0,1800.0,800.0,0.7,21.0,77.0,117.0,55.0
npc_dota_hero_puck,NA,int,17.0,23.0,22.0,2.2,2.4,1.7,550.0,1.7,300.0,-2.0,30.0,41.0,900.0,0.1,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,35.5,69.0,97.0,62.0
npc_dota_hero_pugna,NA,int,19.0,24.0,16.0,2.0,5.2,1.0,630.0,1.7,335.0,0.0,21.0,29.0,900.0,0.2,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,25.0,67.0,148.0,40.0
npc_dota_hero_queenofpain,NA,int,18.0,22.0,18,2.3,2.9,2,550.0,1.5,214.0,-1.0,23.0,31.0,1500.0,0.452,1.008,0.0,0.9,25.0,1800.0,800.0,0.5,27.0,73.0,91.0,70.0
npc_dota_hero_rubick,NA,int,21.0,2.4,14,2.0,3.1,1.6,550.0,1.7,290.0,-1.0,16.0,26.0,1125.0,0.1,1.17,0.0,0.9,25.0,1800.0,800.0,0.7,21.0,69.0,99.0,69.0
npc_dota_hero_shadow_demon,NA,int,23.0,21.0,18.0,2.6,3.1,2.2,500.0,1.7,295.0,0.0,29.0,33.0,900.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,31.0,85.0,95.0,70.0
npc_dota_hero_shadow_shaman,Buff,int,23.0,21.0,16.0,2.3,3.5,1.6,400.0,1.7,285.0,0.0,52.0,59.0,900.0,0.3,1.07,1.0,0.9,25.0,1800.0,800.0,0.5,55.5,78.0,105.0,54.0
npc_dota_hero_silencer,NA,int,19.0,25.0,22.0,2.7,2.9,3.0,600.0,1.7,295.0,-1.0,18.0,32.0,1000.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,25.0,83.0,94.0,94.0
npc_dota_hero_skywrath_mage,Nerf,int,21.0,25.0,13.0,2.0,4.1,0.8,600.0,1.7,330.0,-2.0,14.0,24.0,1000.0,0.1,1.08,0.0,0.9,25.0,1800.0,800.0,0.5,19.0,69.0,123.0,32.0
npc_dota_hero_storm_spirit,NA,int,21.0,22.0,22.0,2.0,3,1.5,480.0,1.7,285.0,2.0,22.0,32.0,1100.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.8,27.0,69.0,110.0,58.0
npc_dota_hero_techies,NA,int,19.0,20.0,14.0,2.5,3.3,1.3,700.0,1.7,270,5.0,9.0,11.0,900.0,0.0,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,10.0,79.0,101.0,45.0
npc_dota_hero_tinker,NA,int,17.0,28.0,13.0,2.5,2.5,1.2,500.0,1.7,290.0,2.0,24.0,30.0,900.0,0.53,0.5,0.0,0.9,25.0,1800.0,800.0,0.6,27.0,77.0,88.0,41.0
npc_dota_hero_visage,NA,int,24,22.0,11.0,3.2,2.9,1.3,600.0,1.7,285.0,-2.0,23.0,33.0,900.0,0.4,1.1,0.0,0.9,10.0,1800.0,800.0,0.5,28.0,89.0,91.0,42.0
npc_dota_hero_warlock,Nerf,int,24.0,22.0,10.0,3.0,3.1,1.0,600.0,1.7,295.0,1.0,24.0,34.0,1200.0,0.5,0.5,0.0,0.9,25.0,1800.0,800.0,0.5,29.0,98.0,99.0,34.0
npc_dota_hero_windrunner,Nerf,int,17.0,18.0,17.0,3.0,3.0,1.4,600.0,1.5,295.0,-1.0,24.0,36.0,125.0,0.3,0.5,0.0,0.9,25.0,1800.0,800.0,0.8,30.0,89.0,90.0,50.0
npc_dota_hero_winter_wyvern,NA,int,26.0,26.0,16.0,2.6,3.6,1.9,425.0,1.7,285.0,-1.0,12.0,19.0,700.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,15.5,88.0,112.0,61.0
npc_dota_hero_witch_doctor,Nerf,int,18.0,22.0,13.0,2.3,3.3,1.4,600.0,1.7,305.0,-1.0,29.0,39.0,1200.0,0.34,0.52,0.0,0.9,25.0,1800.0,800.0,0.5,34.0,73.0,101.0,46.0
npc_dota_hero_zuus,NA,int,21.0,20.0,11.0,2.3,3.1,1.2,380.0,1.7,300.0,0.0,33.0,41.0,1100.0,0.4,0.5,0.0,0.9,25.0,1800.0,800.0,0.6,37.0,71.0,94.0,39.0
npc_dota_hero_abaddon,Buff,str,23.0,21.0,17,3.0,2.0,1.5,150.0,1.7,310,-2.0,32.0,42.0,0.0,0.45,1.008,0.0,0.9,25.0,1800.0,800.0,0.5,37.0,95.0,69.0,59.0
npc_dota_hero_abyssal_underlord,NA,str,25.0,17.0,12.0,3.3,2.6,1.3,150.0,1.7,290.0,1.0,37.0,43.0,0.0,0.6,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,40.0,104.0,72.0,43.0
npc_dota_hero_alchemist,Buff,str,25.0,25.0,16,2.4,1.8,1.2,150.0,1.7,295.0,-1.0,24.0,33.0,0.0,0.4,0.5,0.0,0.9,25.0,1800.0,800.0,0.6,28.5,82.0,68.0,50.0
npc_dota_hero_axe,NA,str,25.0,18.0,20.0,3.2,1.6,2.2,150.0,1.7,295.0,-2.0,24.0,28.0,0.0,0.3,0.51,2.75,0.9,25.0,1800.0,800.0,0.6,26.0,101.0,56.0,72.0
npc_dota_hero_beastmaster,Nerf,str,23.0,16.0,18.0,2.9,1.9,1.6,150.0,1.7,305.0,-1.0,41.0,45.0,0.0,0.5,0.5,0.0,0.9,25.0,1800.0,800.0,0.5,43.0,92.0,61.0,56.0
npc_dota_hero_brewmaster,NA,str,23.0,14.0,22.0,3.7,1.3,2.0,150.0,1.7,295,-2.0,29.0,36.0,0.0,0.4,0.5,0.5,0.9,25.0,1800.0,800.0,0.6,32.5,111.0,52.0,70.0
npc_dota_hero_bristleback,NA,str,22.0,14.0,17.0,2.2,2.8,1.8,150.0,1.8,290.0,0.0,22.0,32.0,0.0,0.4,0.51,0.0,0.9,25.0,1800.0,800.0,1,27.0,91.0,81.0,60.0
npc_dota_hero_centaur,Buff,str,25,15.0,15.0,4.3,1.6,1.0,150.0,1.7,300.0,-1.0,36.0,37.0,0.0,0.5,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,36.5,137.0,53.0,39.0
npc_dota_hero_chaos_knight,NA,str,22.0,18.0,14.0,3.7,1.2,2.1,150.0,1.7,320.0,1.0,29.0,59.0,0.0,0.4,0.2,0.0,0.9,25.0,1800.0,800.0,0.5,44.0,110.0,46.0,64.0
npc_dota_hero_doom_bringer,Nerf,str,26.0,15.0,11.0,4.0,2.1,0.9,150,2.0,285.0,-1.0,27.0,43.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,35.0,122.0,65.0,32.0
npc_dota_hero_dragon_knight,NA,str,19.0,15.0,19.0,3.6,1.7,2.0,150.0,1.7,285.0,0.0,31.0,37.0,0.0,0.0,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,34.0,105.0,55.0,67.0
npc_dota_hero_earth_spirit,Buff,str,21.0,18.0,17.0,3.5,2.1,1.5,150.0,1.7,290.0,0.0,25.0,35.0,0.0,0.01,0.0,0.0,0.9,25.0,1800.0,800.0,0.6,30.0,126.0,68.0,53.0
npc_dota_hero_earthshaker,Buff,str,22.0,16.0,12.0,3.7,1.8,1.4,150.0,1.7,310.0,1,27.0,37.0,0.0,0.69,0.5,2.5,0.9,25.0,1800.0,800.0,0.9,32.0,110.0,59.0,45.0
npc_dota_hero_elder_titan,NA,str,24.0,23.0,14.0,3.0,1.6,1.8,150.0,1.7,310.0,0.0,23.0,33.0,0.0,0.4,0.8,0.0,0.9,25.0,1800.0,800.0,0.5,28.0,96.0,61.0,57.0
npc_dota_hero_huskar,NA,str,21.0,18.0,15.0,3.1,1.5,1.4,400.0,1.6,290.0,-2.0,22.0,30.0,1400.0,0.3,2.4,0.0,0.9,25.0,1800.0,800.0,0.5,23.5,95.0,54.0,48.0
npc_dota_hero_kunkka,NA,str,24.0,18.0,14.0,3.8,1.5,1.3,150.0,1.7,300.0,1.0,26.0,36.0,0.0,0.4,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,31.0,115.0,54.0,45.0
npc_dota_hero_legion_commander,Buff,str,26.0,20.0,18.0,3.3,2.2,1.7,150.0,1.7,315.0,-1.0,35.0,39.0,0.0,0.3,0.6,0.0,0.9,25.0,1800.0,800.0,0.5,37.0,105.0,72.0,58.0
npc_dota_hero_life_stealer,NA,str,25.0,15.0,18.0,3.6,1.8,1.9,150.0,1.85,310.0,-4.0,27.0,37.0,0.0,0.01,0.01,0.0,0.9,25.0,1800.0,800.0,1,32.0,94.0,58.0,75.0
npc_dota_hero_lycan,Nerf,str,25.0,17.0,16.0,3.8,1.4,1.0,150.0,1.7,300.0,-2.0,30.0,35.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,32.5,106.0,50.0,40.0
npc_dota_hero_magnataur,NA,str,23.0,19.0,15.0,3.7,1.7,2.5,150.0,1.8,305.0,1.0,32.0,44.0,0.0,0.3,0.6,0.5,0.9,25.0,1800.0,800.0,0.8,38.0,107.0,59.0,75.0
npc_dota_hero_night_stalker,Nerf,str,23.0,13.0,18.0,3.2,1.6,2.3,150.0,1.7,290.0,2.0,38.0,42.0,0.0,0.3,0.3,1.75,0.9,25.0,800.0,1800.0,0.5,40.0,99.0,51.0,73.0
npc_dota_hero_omniknight,NA,str,22.0,15.0,15.0,3.6,1.8,1.8,150.0,1.7,300.0,1.0,31.0,41.0,0.0,0.5,1.67,0.0,0.9,25.0,1800.0,800.0,0.6,36.0,108.0,58.0,58.0
npc_dota_hero_phoenix,NA,str,19.0,18.0,12.0,3.7,1.8,1.3,500.0,1.7,280.0,-2.0,26.0,37.0,1100.0,0.2,0.5,0.0,0.9,25.0,1800.0,800.0,1,31.5,107.0,61.0,43.0
npc_dota_hero_pudge,Buff,str,25.0,14.0,14.0,4.0,1.5,1.5,150.0,1.7,280.0,-2.0,28.0,34.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.7,31.0,121.0,50.0,50.0
npc_dota_hero_rattletrap,Nerf,str,26.0,17.0,13.0,3.7,1.3,2.3,150.0,1.7,310.0,-1.0,24.0,26.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,25.0,114.0,48.0,68.0
npc_dota_hero_sand_king,Nerf,str,22.0,16.0,19.0,3.2,1.8,1.8,150.0,1.7,290.0,-1.0,27.0,37.0,0.0,0.0,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,32.0,98.0,62.0,62.0
npc_dota_hero_shredder,Buff,str,21.0,21.0,16.0,2.1,2.4,1.3,150.0,1.7,290.0,-2.0,26.0,30.0,0.0,0.3,0.6,0.0,0.9,25.0,1800.0,800.0,0.6,28.0,88.0,80.0,47.0
npc_dota_hero_skeleton_king,Buff,str,22.0,18.0,18.0,3.2,1.6,1.7,150.0,1.7,300.0,-1.0,39.0,41.0,0.0,0.35,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,40.0,98.0,56.0,58.0
npc_dota_hero_slardar,NA,str,21.0,15.0,17.0,3.6,1.5,2.4,150.0,1.7,290.0,2.0,30.0,38.0,0.0,0.35,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,34.0,107.0,51.0,74.0
npc_dota_hero_spirit_breaker,NA,str,29.0,14.0,17.0,3.1,1.8,1.7,150.0,1.9,285.0,2.0,31.0,41.0,0.0,0.47,0.8,-0.75,0.9,25.0,1800.0,800.0,0.5,36.0,103.0,57.0,57.0
npc_dota_hero_sven,Buff,str,23.0,16.0,21.0,3.5,1.3,2.0,150.0,1.8,290,1.0,41.0,43.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,42.0,99.0,47.0,69.0
npc_dota_hero_tidehunter,Buff,str,22.0,16.0,15.0,3.8,1.7,1.5,150.0,1.7,300.0,0.0,25.0,31.0,0.0,0.3,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,28.0,106.0,56.0,51.0
npc_dota_hero_tiny,Buff,str,30.0,17.0,0.0,4.1,1.6,0.0,150.0,1.7,290.0,0.0,44.0,50.0,0.0,0.0,0.53,0.0,0.9,25.0,1800.0,800.0,0.5,47.0,128.0,55.0,0.0
npc_dota_hero_treant,NA,str,25.0,20.0,15.0,4.1,1.8,2.0,150.0,1.9,270.0,-2.0,62.0,70.0,0.0,0.5,0.51,0.0,0.9,25.0,1800.0,800.0,0.5,66.0,123.0,63.0,63.0
npc_dota_hero_tusk,NA,str,23.0,18.0,23.0,3,1.7,2.1,150.0,1.7,300.0,-1.0,27.0,31.0,0.0,0.1,1.0,0.0,0.9,25.0,1800.0,800.0,0.7,29.0,116.0,58.0,73.0
npc_dota_hero_undying,NA,str,22.0,27.0,10.0,2.8,2.8,0.8,150.0,1.7,305,2.0,35.0,43.0,0.0,0.34,0.51,0.0,0.9,25.0,1800.0,800.0,0.6,39.0,89.0,94.0,29.0
npc_dota_hero_wisp,Nerf,str,17.0,23.0,14.0,2.5,1.7,1.6,575.0,1.7,280.0,-2.0,22.0,31.0,1200.0,0.001,0.0,0.0,0.9,25.0,1800.0,800.0,0.7,26.5,77.0,63.0,52.0
